Goal,Optimal_Actions,LLM_Optimal_Actions,Vital_Action_Predicates,Vital_Objects,Time_Limit_Exceeded,Error,Tree_Expanded_Number,Traversed_Number,Exploration_Number,Planning_Time_Total,Current_Cost,Action_Number,Recorded_Action_List,Tick_Time
IsCut_apple & IsNear_self_garbagecan,"['Walk_apple', 'LeftGrab_apple', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_garbagecan', 'Cut_apple']","['Walk_apple', 'RightGrab_apple', 'Walk_garbagecan', 'RightPutIn_apple_garbagecan']","['Walk', 'LeftGrab', 'RightGrab', 'Cut']","['apple', 'kitchenknife', 'garbagecan']",False,True,2,2,2,0.0003204345703125,0,0,[],6
IsClean_fridge & IsOn_kitchenknife_kitchentable,"['Walk_kitchenknife', 'LeftGrab_kitchenknife', 'Walk_rag', 'RightGrab_rag', 'Walk_fridge', 'Wipe_fridge', 'Walk_kitchentable', 'LeftPut_kitchenknife_kitchentable']","['Walk_fridge', 'RightGrab_rag', 'Walk_faucet', 'SwitchOn_faucet', 'Wash_fridge', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_kitchentable', 'RightPut_kitchenknife_kitchentable']","['Walk', 'LeftGrab', 'RightGrab', 'Wipe', 'LeftPut']","['kitchenknife', 'rag', 'fridge', 'kitchentable']",False,False,354,358,354,0.09863591194152832,85,8,"['Walk(kitchenknife)', 'RightGrab(kitchenknife)', 'Walk(kitchentable)', 'RightPut(kitchenknife,kitchentable)', 'Walk(rag)', 'RightGrab(rag)', 'Walk(fridge)', 'Wipe(fridge)']",7559
IsNear_self_cutlets & IsSwitchedOn_candle & IsOpen_fridge,"['Walk_candle', 'SwitchOn_candle', 'Walk_fridge', 'Open_fridge', 'Walk_cutlets']","['Walk_cutlets', 'RightGrab_cutlets', 'Walk_self', 'RightPut_cutlets_self', 'Walk_candle', 'SwitchOn_candle', 'Walk_fridge', 'Open_fridge']","['Walk', 'SwitchOn', 'Open']","['candle', 'fridge', 'cutlets']",False,False,87,166,87,0.018349409103393555,56,5,"['Walk(candle)', 'SwitchOn(candle)', 'Walk(fridge)', 'Open(fridge)', 'Walk(cutlets)']",1189
IsIn_rag_fridge & IsClose_fridge & IsPlugged_fridge,"['Walk_rag', 'RightGrab_rag', 'Walk_fridge', 'Open_fridge', 'PlugIn_fridge', 'RightPutIn_rag_fridge', 'Close_fridge']","['Walk_rag', 'RightGrab_rag', 'Walk_fridge', 'Close_fridge', 'PlugIn_fridge']","['Walk', 'RightGrab', 'Open', 'PlugIn', 'RightPutIn', 'Close']","['rag', 'fridge']",False,False,388,617,388,0.13356542587280273,59,7,"['Walk(rag)', 'RightGrab(rag)', 'Walk(fridge)', 'PlugIn(fridge)', 'Open(fridge)', 'RightPutIn(rag,fridge)', 'Close(fridge)']",3886
IsOn_wine_kitchencabinet & IsNear_self_mouse,"['Walk_wine', 'LeftGrab_wine', 'Walk_kitchencabinet', 'LeftPut_wine_kitchencabinet', 'Walk_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_kitchencabinet', 'RightPut_wine_kitchencabinet']","['Walk', 'LeftGrab', 'LeftPut']","['wine', 'kitchencabinet', 'mouse']",False,False,9,10,9,0.0015382766723632812,56,5,"['Walk(wine)', 'RightGrab(wine)', 'Walk(kitchencabinet)', 'RightPut(wine,kitchencabinet)', 'Walk(mouse)']",176
IsOn_kitchenknife_kitchentable & IsOpen_microwave,"['Walk_microwave', 'Open_microwave', 'Walk_kitchenknife', 'LeftGrab_kitchenknife', 'Walk_kitchentable', 'LeftPut_kitchenknife_kitchentable']","['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_kitchentable', 'RightPut_kitchenknife_kitchentable', 'Walk_microwave', 'Open_microwave']","['Walk', 'Open', 'LeftGrab', 'LeftPut']","['microwave', 'kitchenknife', 'kitchentable']",False,False,220,323,220,0.06454324722290039,59,6,"['Walk(kitchenknife)', 'RightGrab(kitchenknife)', 'Walk(kitchentable)', 'RightPut(kitchenknife,kitchentable)', 'Walk(microwave)', 'Open(microwave)']",2937
IsSwitchedOn_tv & IsClean_fridge,"['Walk_rag', 'RightGrab_rag', 'Walk_tv', 'PlugIn_tv', 'SwitchOn_tv', 'Walk_fridge', 'Wipe_fridge']","['Walk_tv', 'RightGrab_tv', 'Walk_fridge', 'Open_fridge', 'Wipe_fridge', 'SwitchOn_tv']","['Walk', 'RightGrab', 'PlugIn', 'SwitchOn', 'Wipe']","['rag', 'tv', 'fridge']",False,False,380,719,380,0.12399697303771973,75,7,"['Walk(rag)', 'RightGrab(rag)', 'Walk(tv)', 'PlugIn(tv)', 'SwitchOn(tv)', 'Walk(fridge)', 'Wipe(fridge)']",7222
IsClean_bed & IsClean_fridge,"['Walk_rag', 'RightGrab_rag', 'Walk_fridge', 'Wipe_fridge', 'Walk_bed', 'Wipe_bed']","['Walk_bed', 'RightGrab_rag', 'Walk_fridge', 'Walk_faucet', 'SwitchOn_faucet', 'Wash_rag']","['Walk', 'RightGrab', 'Wipe']","['rag', 'fridge', 'bed']",False,False,226,361,226,0.046358346939086914,68,6,"['Walk(rag)', 'RightGrab(rag)', 'Walk(bed)', 'Wipe(bed)', 'Walk(fridge)', 'Wipe(fridge)']",2712
IsSwitchedOn_microwave & IsNear_self_garbagecan,"['Walk_microwave', 'PlugIn_microwave', 'SwitchOn_microwave', 'Walk_garbagecan']","['Walk_microwave', 'SwitchOn_microwave']","['Walk', 'PlugIn', 'SwitchOn']","['microwave', 'garbagecan']",False,False,16,96,16,0.005408763885498047,46,4,"['Walk(microwave)', 'PlugIn(microwave)', 'SwitchOn(microwave)', 'Walk(garbagecan)']",213
IsPlugged_mouse & IsIn_wine_garbagecan,"['Walk_wine', 'LeftGrab_wine', 'Walk_garbagecan', 'LeftPutIn_wine_garbagecan', 'Walk_mouse', 'PlugIn_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_garbagecan', 'Open_garbagecan', 'PlugIn_mouse']","['Walk', 'LeftGrab', 'LeftPutIn', 'PlugIn']","['wine', 'garbagecan', 'mouse']",False,False,190,249,190,0.04874777793884277,68,6,"['Walk(mouse)', 'PlugIn(mouse)', 'Walk(wine)', 'RightGrab(wine)', 'Walk(garbagecan)', 'RightPutIn(wine,garbagecan)']",3001
IsNear_self_cutlets & IsPlugged_microwave & IsIn_rag_garbagecan,"['Walk_rag', 'RightGrab_rag', 'Walk_microwave', 'PlugIn_microwave', 'Walk_garbagecan', 'RightPutIn_rag_garbagecan', 'Walk_cutlets']","['Walk_cutlets', 'RightGrab_cutlets', 'Walk_garbagecan', 'LeftGrab_rag', 'RightPutIn_rag_garbagecan']","['Walk', 'RightGrab', 'PlugIn', 'RightPutIn']","['rag', 'microwave', 'garbagecan', 'cutlets']",False,False,189,263,189,0.05059385299682617,83,7,"['Walk(rag)', 'RightGrab(rag)', 'Walk(microwave)', 'PlugIn(microwave)', 'Walk(garbagecan)', 'RightPutIn(rag,garbagecan)', 'Walk(cutlets)']",3835
IsNear_self_plate & IsOpen_microwave & IsCut_cutlets,"['Walk_microwave', 'Open_microwave', 'Walk_cutlets', 'LeftGrab_cutlets', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Cut_cutlets', 'Walk_plate']","['Walk_plate', 'RightGrab_plate', 'Walk_microwave', 'Open_microwave', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_cutlets', 'LeftGrab_cutlets', 'Cut_cutlets']","['Walk', 'Open', 'LeftGrab', 'RightGrab', 'Cut']","['microwave', 'cutlets', 'kitchenknife', 'plate']",False,True,150,150,150,0.038535118103027344,0,0,[],6
IsOn_apple_kitchentable & IsOpen_fridge & IsOpen_microwave,"['Walk_apple', 'RightGrab_apple', 'Walk_fridge', 'Open_fridge', 'Walk_microwave', 'Open_microwave', 'Walk_kitchentable', 'RightPut_apple_kitchentable']","['Walk_apple', 'RightGrab_apple', 'Walk_kitchentable', 'RightPut_apple_kitchentable', 'Open_fridge', 'Open_microwave']","['Walk', 'RightGrab', 'Open', 'RightPut']","['apple', 'fridge', 'microwave', 'kitchentable']",False,False,1239,2099,1239,0.7367362976074219,77,8,"['Walk(microwave)', 'Open(microwave)', 'Walk(apple)', 'RightGrab(apple)', 'Walk(fridge)', 'Open(fridge)', 'Walk(kitchentable)', 'RightPut(apple,kitchentable)']",17003
IsSwitchedOn_faucet & IsOpen_kitchencabinet,"['Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_faucet', 'SwitchOn_faucet']","['Walk_faucet', 'SwitchOn_faucet', 'Walk_kitchencabinet', 'Open_kitchencabinet']","['Walk', 'Open', 'SwitchOn']","['kitchencabinet', 'faucet']",False,False,98,151,98,0.020739316940307617,41,4,"['Walk(faucet)', 'SwitchOn(faucet)', 'Walk(kitchencabinet)', 'Open(kitchencabinet)']",711
IsCut_cutlets & IsOpen_kitchencabinet,"['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_cutlets', 'LeftGrab_cutlets', 'Cut_cutlets']","['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_kitchencabinet', 'Open_kitchencabinet']","['Walk', 'RightGrab', 'Open', 'LeftGrab', 'Cut']","['kitchenknife', 'kitchencabinet', 'cutlets']",False,True,47,47,47,0.008839130401611328,0,0,[],6
IsCut_cutlets & IsPlugged_mouse,"['Walk_mouse', 'PlugIn_mouse', 'Walk_cutlets', 'LeftGrab_cutlets', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Cut_cutlets']","['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_cutlets', 'LeftGrab_cutlets', 'Cut_cutlets', 'Walk_mouse', 'RightGrab_mouse', 'PlugIn_mouse']","['Walk', 'PlugIn', 'LeftGrab', 'RightGrab', 'Cut']","['mouse', 'cutlets', 'kitchenknife']",False,True,87,87,87,0.01867198944091797,0,0,[],6
IsClean_garbagecan & IsOpen_window,"['Walk_rag', 'RightGrab_rag', 'Walk_window', 'Open_window', 'Walk_garbagecan', 'Wipe_garbagecan']","['Walk_garbagecan', 'RightGrab_garbagecan', 'Walk_window', 'Open_window']","['Walk', 'RightGrab', 'Open', 'Wipe']","['rag', 'window', 'garbagecan']",False,False,162,249,162,0.03679823875427246,62,6,"['Walk(rag)', 'RightGrab(rag)', 'Walk(window)', 'Open(window)', 'Walk(garbagecan)', 'Wipe(garbagecan)']",2657
IsOn_wine_kitchentable & IsNear_self_mouse,"['Walk_wine', 'LeftGrab_wine', 'Walk_kitchentable', 'LeftPut_wine_kitchentable', 'Walk_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_kitchentable', 'RightPut_wine_kitchentable']","['Walk', 'LeftGrab', 'LeftPut']","['wine', 'kitchentable', 'mouse']",False,False,9,10,9,0.0015158653259277344,56,5,"['Walk(wine)', 'RightGrab(wine)', 'Walk(kitchentable)', 'RightPut(wine,kitchentable)', 'Walk(mouse)']",176
IsOn_plate_bed & IsClean_window,"['Walk_plate', 'RightGrab_plate', 'Walk_bed', 'RightPut_plate_bed', 'Walk_rag', 'LeftGrab_rag', 'Walk_window', 'Wipe_window']","['Walk_plate', 'RightGrab_plate', 'Walk_bed', 'RightPut_plate_bed', 'Walk_rag', 'RightGrab_rag', 'Walk_window', 'Wipe_window']","['Walk', 'RightGrab', 'RightPut', 'LeftGrab', 'Wipe']","['plate', 'bed', 'rag', 'window']",False,False,354,358,354,0.09864330291748047,85,8,"['Walk(plate)', 'RightGrab(plate)', 'Walk(bed)', 'RightPut(plate,bed)', 'Walk(rag)', 'RightGrab(rag)', 'Walk(window)', 'Wipe(window)']",7466
IsIn_cutlets_kitchencabinet & IsClose_kitchencabinet & IsOn_cutlets_bed,"['Walk_cutlets', 'LeftGrab_cutlets', 'RightGrab_cutlets', 'Walk_bed', 'LeftPut_cutlets_bed', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'RightPutIn_cutlets_kitchencabinet', 'Close_kitchencabinet']","['Walk_cutlets', 'RightGrab_cutlets', 'Walk_kitchencabinet', 'Close_kitchencabinet', 'RightPut_cutlets_kitchencabinet', 'Walk_bed', 'RightPut_cutlets_bed']","['Walk', 'LeftGrab', 'RightGrab', 'LeftPut', 'Open', 'RightPutIn', 'Close']","['cutlets', 'bed', 'kitchencabinet']",False,True,77,77,77,0.018158912658691406,0,0,[],123
IsSwitchedOn_microwave & IsOpen_window,"['Walk_microwave', 'PlugIn_microwave', 'SwitchOn_microwave', 'Walk_window', 'Open_window']","['Walk_microwave', 'SwitchOn_microwave', 'Walk_window', 'Open_window']","['Walk', 'PlugIn', 'SwitchOn', 'Open']","['microwave', 'window']",False,False,328,642,328,0.1007382869720459,49,5,"['Walk(microwave)', 'PlugIn(microwave)', 'SwitchOn(microwave)', 'Walk(window)', 'Open(window)']",2433
IsSwitchedOn_microwave & IsPlugged_fridge,"['Walk_microwave', 'PlugIn_microwave', 'SwitchOn_microwave', 'Walk_fridge', 'PlugIn_fridge']","['Walk_microwave', 'SwitchOn_microwave', 'Walk_fridge', 'PlugIn_fridge']","['Walk', 'PlugIn', 'SwitchOn']","['microwave', 'fridge']",False,False,354,609,354,0.11749148368835449,54,5,"['Walk(fridge)', 'PlugIn(fridge)', 'Walk(microwave)', 'PlugIn(microwave)', 'SwitchOn(microwave)']",2865
IsNear_self_rag & IsSwitchedOn_microwave & IsIn_rag_microwave,"['Walk_rag', 'RightGrab_rag', 'Walk_microwave', 'PlugIn_microwave', 'Open_microwave', 'RightPutIn_rag_microwave', 'Close_microwave', 'SwitchOn_microwave', 'Walk_rag']","['Walk_rag', 'RightGrab_rag', 'Walk_microwave', 'SwitchOn_microwave', 'RightPutIn_rag_microwave']","['Walk', 'RightGrab', 'PlugIn', 'Open', 'RightPutIn', 'Close', 'SwitchOn']","['rag', 'microwave']",False,False,639,1017,639,0.26557374000549316,82,9,"['Walk(rag)', 'RightGrab(rag)', 'Walk(microwave)', 'PlugIn(microwave)', 'Open(microwave)', 'RightPutIn(rag,microwave)', 'Close(microwave)', 'SwitchOn(microwave)', 'Walk(rag)']",12666
IsOn_wine_kitchentable & IsOn_cutlets_bed,"['Walk_cutlets', 'LeftGrab_cutlets', 'Walk_bed', 'LeftPut_cutlets_bed', 'Walk_wine', 'LeftGrab_wine', 'Walk_kitchentable', 'LeftPut_wine_kitchentable']","['Walk_wine', 'RightGrab_wine', 'Walk_kitchentable', 'RightPut_wine_kitchentable', 'Walk_cutlets', 'RightGrab_cutlets', 'Walk_bed', 'RightPut_cutlets_bed']","['Walk', 'LeftGrab', 'LeftPut']","['cutlets', 'bed', 'wine', 'kitchentable']",False,False,346,351,346,0.09697937965393066,82,8,"['Walk(wine)', 'RightGrab(wine)', 'Walk(kitchentable)', 'RightPut(wine,kitchentable)', 'Walk(cutlets)', 'RightGrab(cutlets)', 'Walk(bed)', 'RightPut(cutlets,bed)']",7440
IsOn_plate_kitchentable & IsOpen_kitchencabinet,"['Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_plate', 'LeftGrab_plate', 'Walk_kitchentable', 'LeftPut_plate_kitchentable']","['Walk_plate', 'RightGrab_plate', 'Walk_kitchentable', 'RightPut_plate_kitchentable', 'Walk_kitchencabinet', 'Open_kitchencabinet']","['Walk', 'Open', 'LeftGrab', 'LeftPut']","['kitchencabinet', 'plate', 'kitchentable']",False,False,129,232,129,0.032979488372802734,59,6,"['Walk(kitchencabinet)', 'Open(kitchencabinet)', 'Walk(plate)', 'RightGrab(plate)', 'Walk(kitchentable)', 'RightPut(plate,kitchentable)']",1668
IsSwitchedOn_candle & IsSwitchedOn_microwave,"['Walk_microwave', 'PlugIn_microwave', 'SwitchOn_microwave', 'Walk_candle', 'SwitchOn_candle']","['Walk_candle', 'SwitchOn_candle']","['Walk', 'PlugIn', 'SwitchOn']","['microwave', 'candle']",False,False,381,645,381,0.1252593994140625,54,5,"['Walk(candle)', 'SwitchOn(candle)', 'Walk(microwave)', 'PlugIn(microwave)', 'SwitchOn(microwave)']",3144
IsPlugged_fridge & IsSwitchedOn_tv & IsPlugged_microwave,"['Walk_microwave', 'PlugIn_microwave', 'Walk_fridge', 'PlugIn_fridge', 'Walk_tv', 'PlugIn_tv', 'SwitchOn_tv']","['Walk_fridge', 'PlugIn_fridge', 'Walk_tv', 'SwitchOn_tv', 'Walk_microwave', 'PlugIn_microwave']","['Walk', 'PlugIn', 'SwitchOn']","['microwave', 'fridge', 'tv']",False,False,912,1241,912,0.4296760559082031,77,7,"['Walk(fridge)', 'PlugIn(fridge)', 'Walk(tv)', 'PlugIn(tv)', 'SwitchOn(tv)', 'Walk(microwave)', 'PlugIn(microwave)']",11146
IsCut_apple & IsNear_self_rag,"['Walk_apple', 'LeftGrab_apple', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_rag', 'Cut_apple']","['Walk_rag', 'RightGrab_rag', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_apple', 'RightGrab_apple', 'Cut_apple']","['Walk', 'LeftGrab', 'RightGrab', 'Cut']","['apple', 'kitchenknife', 'rag']",False,True,2,2,2,0.00029206275939941406,0,0,[],6
IsOpen_fridge & IsSwitchedOn_tv,"['Walk_tv', 'PlugIn_tv', 'SwitchOn_tv', 'Walk_fridge', 'Open_fridge']","['Walk_fridge', 'Open_fridge', 'Walk_tv', 'SwitchOn_tv']","['Walk', 'PlugIn', 'SwitchOn', 'Open']","['tv', 'fridge']",False,False,188,327,188,0.04907107353210449,49,5,"['Walk(tv)', 'PlugIn(tv)', 'SwitchOn(tv)', 'Walk(fridge)', 'Open(fridge)']",1281
IsIn_kitchenknife_garbagecan & IsNear_self_mouse & IsOpen_microwave,"['Walk_microwave', 'Open_microwave', 'Walk_kitchenknife', 'LeftGrab_kitchenknife', 'Walk_garbagecan', 'LeftPutIn_kitchenknife_garbagecan', 'Walk_mouse']","['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_garbagecan', 'RightPutIn_kitchenknife_garbagecan', 'Walk_self', 'RightGrab_self', 'Walk_mouse', 'RightPut_self_mouse', 'Walk_microwave', 'Open_microwave']","['Walk', 'Open', 'LeftGrab', 'LeftPutIn']","['microwave', 'kitchenknife', 'garbagecan', 'mouse']",False,False,223,324,223,0.13002514839172363,78,7,"['Walk(kitchenknife)', 'RightGrab(kitchenknife)', 'Walk(microwave)', 'Open(microwave)', 'Walk(garbagecan)', 'RightPutIn(kitchenknife,garbagecan)', 'Walk(mouse)']",4608
IsPlugged_microwave & IsOpen_window & IsPlugged_tv,"['Walk_window', 'Open_window', 'Walk_microwave', 'PlugIn_microwave', 'Walk_tv', 'PlugIn_tv']","['Walk_microwave', 'SwitchOn_microwave', 'Walk_window', 'Open_window', 'Walk_tv', 'PlugIn_tv']","['Walk', 'Open', 'PlugIn']","['window', 'microwave', 'tv']",False,False,494,727,494,0.15183377265930176,64,6,"['Walk(window)', 'Open(window)', 'Walk(tv)', 'PlugIn(tv)', 'Walk(microwave)', 'PlugIn(microwave)']",6285
IsSwitchedOn_tv & IsNear_self_candle,"['Walk_tv', 'PlugIn_tv', 'SwitchOn_tv', 'Walk_candle']","['Walk_tv', 'RightGrab_tv', 'Walk_candle', 'SwitchOn_tv']","['Walk', 'PlugIn', 'SwitchOn']","['tv', 'candle']",False,False,6,48,6,0.0017812252044677734,46,4,"['Walk(tv)', 'PlugIn(tv)', 'SwitchOn(tv)', 'Walk(candle)']",100
IsOpen_microwave & IsPlugged_fridge & IsPlugged_mouse,"['Walk_microwave', 'Open_microwave', 'Walk_mouse', 'PlugIn_mouse', 'Walk_fridge', 'PlugIn_fridge']","['Walk_microwave', 'Open_microwave', 'Walk_fridge', 'PlugIn_fridge', 'Walk_mouse', 'PlugIn_mouse']","['Walk', 'Open', 'PlugIn']","['microwave', 'mouse', 'fridge']",False,False,678,1025,678,0.23920869827270508,64,6,"['Walk(microwave)', 'Open(microwave)', 'Walk(fridge)', 'PlugIn(fridge)', 'Walk(mouse)', 'PlugIn(mouse)']",7193
IsNear_self_apple & IsIn_cutlets_microwave & IsClose_microwave,"['Walk_cutlets', 'RightGrab_cutlets', 'Walk_microwave', 'PlugIn_microwave', 'Open_microwave', 'RightPutIn_cutlets_microwave', 'Close_microwave', 'Walk_apple']","['Walk_apple', 'RightGrab_apple', 'Walk_microwave', 'Open_microwave', 'RightPutIn_apple_microwave', 'Close_microwave']","['Walk', 'RightGrab', 'PlugIn', 'Open', 'RightPutIn', 'Close']","['cutlets', 'microwave', 'apple']",False,False,187,422,187,0.06515216827392578,74,8,"['Walk(cutlets)', 'RightGrab(cutlets)', 'Walk(microwave)', 'PlugIn(microwave)', 'Open(microwave)', 'RightPutIn(cutlets,microwave)', 'Close(microwave)', 'Walk(apple)']",4113
IsPlugged_tv & IsOn_wine_bed,"['Walk_wine', 'LeftGrab_wine', 'Walk_bed', 'LeftPut_wine_bed', 'Walk_tv', 'PlugIn_tv']","['Walk_tv', 'RightGrab_tv', 'Walk_mouse', 'RightGrab_mouse', 'Walk_wine', 'RightGrab_wine', 'Walk_bed', 'RightPut_wine_bed']","['Walk', 'LeftGrab', 'LeftPut', 'PlugIn']","['wine', 'bed', 'tv']",False,False,190,249,190,0.04927635192871094,64,6,"['Walk(tv)', 'PlugIn(tv)', 'Walk(wine)', 'RightGrab(wine)', 'Walk(bed)', 'RightPut(wine,bed)']",2555
IsClean_candle & IsOn_rag_kitchencabinet,"['Walk_rag', 'LeftGrab_rag', 'Walk_candle', 'Wipe_candle', 'Walk_kitchencabinet', 'LeftPut_rag_kitchencabinet']","['Walk_candle', 'RightGrab_candle', 'Walk_rag', 'RightGrab_rag', 'Walk_kitchencabinet', 'RightPut_rag_kitchencabinet', 'SwitchOn_candle']","['Walk', 'LeftGrab', 'Wipe', 'LeftPut']","['rag', 'candle', 'kitchencabinet']",False,False,178,179,178,0.04248189926147461,76,6,"['Walk(rag)', 'LeftGrab(rag)', 'Walk(candle)', 'Wipe(candle)', 'Walk(kitchencabinet)', 'LeftPut(rag,kitchencabinet)']",2789
IsOn_rag_kitchentable & IsSwitchedOn_candle,"['Walk_rag', 'LeftGrab_rag', 'Walk_kitchentable', 'LeftPut_rag_kitchentable', 'Walk_candle', 'SwitchOn_candle']","['Walk_rag', 'RightGrab_rag', 'Walk_kitchentable', 'RightPut_rag_kitchentable', 'Walk_candle', 'SwitchOn_candle']","['Walk', 'LeftGrab', 'LeftPut', 'SwitchOn']","['rag', 'kitchentable', 'candle']",False,False,190,249,190,0.10576319694519043,64,6,"['Walk(candle)', 'SwitchOn(candle)', 'Walk(rag)', 'RightGrab(rag)', 'Walk(kitchentable)', 'RightPut(rag,kitchentable)']",2555
IsIn_cutlets_kitchencabinet & IsClose_kitchencabinet & IsNear_self_cutlets,"['Walk_cutlets', 'RightGrab_cutlets', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'RightPutIn_cutlets_kitchencabinet', 'Close_kitchencabinet', 'Walk_cutlets']","['Walk_cutlets', 'RightGrab_cutlets', 'Walk_kitchencabinet', 'Close_kitchencabinet', 'RightPutIn_cutlets_kitchencabinet']","['Walk', 'RightGrab', 'Open', 'RightPutIn', 'Close']","['cutlets', 'kitchencabinet']",False,False,69,141,69,0.016124248504638672,66,7,"['Walk(cutlets)', 'RightGrab(cutlets)', 'Walk(kitchencabinet)', 'Open(kitchencabinet)', 'RightPutIn(cutlets,kitchencabinet)', 'Close(kitchencabinet)', 'Walk(cutlets)']",1455
IsSwitchedOn_candle & IsPlugged_tv & IsNear_self_faucet,"['Walk_candle', 'SwitchOn_candle', 'Walk_tv', 'PlugIn_tv', 'Walk_faucet']","['Walk_candle', 'SwitchOn_candle', 'Walk_tv', 'PlugIn_tv', 'Walk_faucet']","['Walk', 'SwitchOn', 'PlugIn']","['candle', 'tv', 'faucet']",False,False,93,178,93,0.01925969123840332,61,5,"['Walk(candle)', 'SwitchOn(candle)', 'Walk(tv)', 'PlugIn(tv)', 'Walk(faucet)']",1267
IsIn_kitchenknife_kitchencabinet & IsClose_kitchencabinet & IsPlugged_fridge,"['Walk_fridge', 'PlugIn_fridge', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'RightPutIn_kitchenknife_kitchencabinet', 'Close_kitchencabinet']","['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_kitchencabinet', 'Close_kitchencabinet', 'Walk_fridge', 'PlugIn_fridge']","['Walk', 'PlugIn', 'RightGrab', 'Open', 'RightPutIn', 'Close']","['fridge', 'kitchenknife', 'kitchencabinet']",False,False,592,998,592,0.26533961296081543,74,8,"['Walk(kitchenknife)', 'RightGrab(kitchenknife)', 'Walk(fridge)', 'PlugIn(fridge)', 'Walk(kitchencabinet)', 'Open(kitchencabinet)', 'RightPutIn(kitchenknife,kitchencabinet)', 'Close(kitchencabinet)']",8255
IsPlugged_tv & IsNear_self_cutlets,"['Walk_tv', 'PlugIn_tv', 'Walk_cutlets']","['Walk_cutlets', 'RightGrab_cutlets', 'Walk_tv', 'SwitchOn_tv']","['Walk', 'PlugIn']","['tv', 'cutlets']",False,False,4,4,4,0.0007588863372802734,38,3,"['Walk(tv)', 'PlugIn(tv)', 'Walk(cutlets)']",57
IsOn_plate_bed & IsClean_faucet,"['Walk_plate', 'RightGrab_plate', 'Walk_bed', 'RightPut_plate_bed', 'Walk_rag', 'LeftGrab_rag', 'Walk_faucet', 'Wipe_faucet']","['Walk_plate', 'RightGrab_plate', 'Walk_bed', 'RightPut_plate_bed', 'Walk_faucet', 'RightGrab_faucet', 'Walk_rag', 'RightGrab_rag', 'Wash_faucet']","['Walk', 'RightGrab', 'RightPut', 'LeftGrab', 'Wipe']","['plate', 'bed', 'rag', 'faucet']",False,False,354,358,354,0.09987115859985352,85,8,"['Walk(plate)', 'RightGrab(plate)', 'Walk(bed)', 'RightPut(plate,bed)', 'Walk(rag)', 'RightGrab(rag)', 'Walk(faucet)', 'Wipe(faucet)']",7466
IsNear_self_tv & IsClean_plate,"['Walk_rag', 'LeftGrab_rag', 'Walk_plate', 'Wipe_plate', 'Walk_tv']","['Walk_tv', 'RightGrab_tv', 'Walk_plate', 'RightGrab_plate', 'Walk_faucet', 'SwitchOn_faucet', 'Wash_plate']","['Walk', 'LeftGrab', 'Wipe']","['rag', 'plate', 'tv']",False,False,7,8,7,0.0012438297271728516,59,5,"['Walk(rag)', 'RightGrab(rag)', 'Walk(plate)', 'Wipe(plate)', 'Walk(tv)']",141
IsOpen_window & IsOn_rag_bed & IsPlugged_microwave,"['Walk_window', 'Open_window', 'Walk_microwave', 'PlugIn_microwave', 'Walk_rag', 'LeftGrab_rag', 'Walk_bed', 'LeftPut_rag_bed']","['Walk_rag', 'RightGrab_rag', 'Walk_bed', 'RightPut_rag_bed', 'Walk_window', 'Open_window']","['Walk', 'Open', 'PlugIn', 'LeftGrab', 'LeftPut']","['window', 'microwave', 'rag', 'bed']",False,False,1146,1713,1146,0.6575357913970947,82,8,"['Walk(microwave)', 'PlugIn(microwave)', 'Walk(window)', 'Open(window)', 'Walk(rag)', 'RightGrab(rag)', 'Walk(bed)', 'RightPut(rag,bed)']",14974
IsClean_candle & IsSwitchedOn_faucet,"['Walk_faucet', 'SwitchOn_faucet', 'Walk_rag', 'LeftGrab_rag', 'Walk_candle', 'Wipe_candle']","['Walk_candle', 'RightGrab_candle', 'Walk_faucet', 'SwitchOn_faucet', 'RightPut_candle_kitchentable']","['Walk', 'SwitchOn', 'LeftGrab', 'Wipe']","['faucet', 'rag', 'candle']",False,False,204,273,204,0.04739546775817871,67,6,"['Walk(rag)', 'RightGrab(rag)', 'Walk(faucet)', 'SwitchOn(faucet)', 'Walk(candle)', 'Wipe(candle)']",3266
